scene_idx,scene_id,img_path,canny_density,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_entropy,glcm_asm,area,centroid_r,centroid_c,perimeter,circularity,bbox_area,extent,solidity,eccentricity,mean_intensity,std_intensity,label,label_str
0,L15-0331E-1257N_1327_3160_13,/content/drive/.shortcut-targets-by-id/1pBnSnLG4PcqS-GKcdk4kCX4qfYJzD3KY/New folder (3)/SN7_buildings_train/train/L15-0331E-1257N_1327_3160_13/images/global_monthly_2018_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,4.479491232893451,8.315628734612174,0.40865908657355154,0.97171120205436,0.9669416536312209,0.6602967653579503,0.4737412880754896,0.9349840374042109,12101.0,261.2002313858359,609.8547227501859,6796.5762235761085,0.0032919311329560014,497310.0,0.02433291106151093,0.05651239900994723,0.9713779384966303,89.51524667382861,27.41738111352168,0,Rural
0,L15-0331E-1257N_1327_3160_13,/content/drive/.shortcut-targets-by-id/1pBnSnLG4PcqS-GKcdk4kCX4qfYJzD3KY/New folder (3)/SN7_buildings_train/train/L15-0331E-1257N_1327_3160_13/images/global_monthly_2018_02_mosaic_L15-0331E-1257N_1327_3160_13.tif,7.322882300830889,62.03214988566915,2.462101610070405,0.8488666260455099,0.8270476973049372,0.6921714564198439,2.2317537905191656,0.6841167323309963,141412.0,518.746252086103,413.1227123582157,65779.08254852876,0.0004106960300673827,1047552.0,0.13499282135874877,0.13512619945380777,0.6166768998706242,114.72608406641586,35.25189317642704,0,Rural
0,L15-0331E-1257N_1327_3160_13,/content/drive/.shortcut-targets-by-id/1pBnSnLG4PcqS-GKcdk4kCX4qfYJzD3KY/New folder (3)/SN7_buildings_train/train/L15-0331E-1257N_1327_3160_13/images/global_monthly_2018_03_mosaic_L15-0331E-1257N_1327_3160_13.tif,5.72286626344086,51.71384025320791,1.8592015547449732,0.8984007874100324,0.8844491859268574,0.6581970852738868,1.5444257855407815,0.7823063097597368,55422.0,485.837681787016,197.83784417740247,29595.40226130624,0.0007951399304252593,637329.0,0.08695979627476547,0.10545343148913823,0.8402195900460007,120.74681534408718,37.19512477568216,0,Rural
0,L15-0331E-1257N_1327_3160_13,/content/drive/.shortcut-targets-by-id/1pBnSnLG4PcqS-GKcdk4kCX4qfYJzD3KY/New folder (3)/SN7_buildings_train/train/L15-0331E-1257N_1327_3160_13/images/global_monthly_2018_04_mosaic_L15-0331E-1257N_1327_3160_13.tif,7.362212090664712,71.87013514209595,2.687457129096469,0.8455728602552068,0.823341953735165,0.6777895333466089,2.2558149379380863,0.6780099965709891,142461.0,516.0670850267793,417.0786882023852,69950.16912717978,0.00036587127581497224,1047552.0,0.13599420362903225,0.1361285711282558,0.6047431073234653,120.84237089449041,35.136700381449096,0,Rural
0,L15-0331E-1257N_1327_3160_13,/content/drive/.shortcut-targets-by-id/1pBnSnLG4PcqS-GKcdk4kCX4qfYJzD3KY/New folder (3)/SN7_buildings_train/train/L15-0331E-1257N_1327_3160_13/images/global_monthly_2018_05_mosaic_L15-0331E-1257N_1327_3160_13.tif,6.609409365835778,22.54247725048184,0.8229963170672049,0.9539446623712067,0.9461782973823158,0.6833476383797801,0.7761441235913065,0.8952649926006054,27409.0,507.8118501222226,759.3592980407896,12602.919907732863,0.002168506370306733,655029.0,0.041843948893865765,0.08010696906372843,0.9479061445942465,117.95198657375315,31.827377679428142,0,Rural
0,L15-0331E-1257N_1327_3160_13,/content/drive/.shortcut-targets-by-id/1pBnSnLG4PcqS-GKcdk4kCX4qfYJzD3KY/New folder (3)/SN7_buildings_train/train/L15-0331E-1257N_1327_3160_13/images/global_monthly_2018_06_mosaic_L15-0331E-1257N_1327_3160_13.tif,4.514238911290323,23.066516233063556,0.8198237825592473,0.9566269435105444,0.9474988658991097,0.6856523202815223,0.7249471406001183,0.8977733556221855,8785.0,332.45110984632896,743.4221969265794,4154.2511883200805,0.0063968493706137615,217852.0,0.04032554211115803,0.0804870451130575,0.9702242856687678,123.86226522481502,24.392533965383038,0,Rural
0,L15-0331E-1257N_1327_3160_13,/content/drive/.shortcut-targets-by-id/1pBnSnLG4PcqS-GKcdk4kCX4qfYJzD3KY/New folder (3)/SN7_buildings_train/train/L15-0331E-1257N_1327_3160_13/images/global_monthly_2018_07_mosaic_L15-0331E-1257N_1327_3160_13.tif,6.267469299853372,36.61511386671403,1.1632673849228663,0.9458912780333405,0.9375659026695097,0.6384308100805579,0.8688003482986365,0.8790474559752403,25347.0,456.36355387225314,768.2677239910048,13584.569619307418,0.0017260153796879794,544456.0,0.04655472618540341,0.06683031264995755,0.8472406881895161,135.0340868741863,29.742901275942117,0,Rural
0,L15-0331E-1257N_1327_3160_13,/content/drive/.shortcut-targets-by-id/1pBnSnLG4PcqS-GKcdk4kCX4qfYJzD3KY/New folder (3)/SN7_buildings_train/train/L15-0331E-1257N_1327_3160_13/images/global_monthly_2018_08_mosaic_L15-0331E-1257N_1327_3160_13.tif,5.580343505620723,34.95889021213619,1.227935032526117,0.935086216672048,0.9247365045731645,0.6643978874767791,1.0449204229296596,0.8551607194910399,27267.0,433.07895991491546,675.4736861407562,13461.843789287115,0.0018907675001647705,475410.0,0.05735470436044677,0.09380289248806264,0.5545551667991507,122.8582902409506,32.53278484032366,0,Rural
0,L15-0331E-1257N_1327_3160_13,/content/drive/.shortcut-targets-by-id/1pBnSnLG4PcqS-GKcdk4kCX4qfYJzD3KY/New folder (3)/SN7_buildings_train/train/L15-0331E-1257N_1327_3160_13/images/global_monthly_2018_09_mosaic_L15-0331E-1257N_1327_3160_13.tif,4.566264968230694,15.893201295417327,0.64101470061124,0.9630986997471757,0.9566820992699148,0.6655610343930881,0.6093090609905956,0.9152504707870613,14281.0,581.7950423639801,796.155381275821,7634.181345997491,0.0030792399937872254,441612.0,0.03233834225519234,0.057068757442795374,0.8910376623439019,110.53679714305721,24.715532907752046,0,Rural
0,L15-0331E-1257N_1327_3160_13,/content/drive/.shortcut-targets-by-id/1pBnSnLG4PcqS-GKcdk4kCX4qfYJzD3KY/New folder (3)/SN7_buildings_train/train/L15-0331E-1257N_1327_3160_13/images/global_monthly_2018_10_mosaic_L15-0331E-1257N_1327_3160_13.tif,6.493997434017595,19.366894538008758,0.7708440604572969,0.9534628363657339,0.9458016750220839,0.7125564850669038,0.7935090731382264,0.8945534256192721,19051.0,400.11978373838645,752.0861372106451,8493.186576100125,0.0033188399693444026,449236.0,0.04240755415861596,0.08358597935249494,0.9348842813843125,113.06676814865361,34.078682859259985,0,Rural
