step,chain_code,first_diff,shape_num
0,5,1,0
1,6,0,0
2,6,7,0
3,5,0,0
4,5,2,0
5,7,1,0
6,0,1,0
7,1,6,0
8,7,0,0
9,7,7,0
10,6,0,0
11,6,0,0
12,6,0,0
13,6,0,0
14,6,7,0
15,5,7,0
16,4,1,0
17,5,0,0
18,5,0,0
19,5,1,0
20,6,7,0
21,5,0,0
22,5,0,0
23,5,0,0
24,5,1,0
25,6,7,0
26,5,1,0
27,6,0,0
28,6,7,0
29,5,1,0
30,6,7,0
31,5,1,0
32,6,0,0
33,6,0,0
34,6,0,0
35,6,0,0
36,6,7,0
37,5,0,0
38,5,1,0
39,6,0,0
40,6,0,0
41,6,0,0
42,6,0,7
43,6,0,1
44,6,0,0
45,6,0,0
46,6,7,0
47,5,1,7
48,6,7,1
49,5,0,0
50,5,0,0
51,5,1,0
52,6,7,0
53,5,7,0
54,4,1,0
55,5,0,0
56,5,0,7
57,5,0,1
58,5,0,0
59,5,7,0
60,4,1,0
61,5,0,7
62,5,0,1
63,5,0,0
64,5,0,0
65,5,0,0
66,5,0,7
67,5,7,1
68,4,7,0
69,3,0,0
70,3,7,7
71,2,1,1
72,3,1,0
73,4,7,0
74,3,7,0
75,2,1,0
76,3,1,7
77,4,1,1
78,5,1,0
79,6,7,0
80,5,1,7
81,6,7,1
82,5,1,0
83,6,0,0
84,6,7,0
85,5,1,7
86,6,7,1
87,5,1,0
88,6,7,0
89,5,1,7
90,6,7,1
91,5,0,0
92,5,7,0
93,4,1,7
94,5,1,1
95,6,7,0
96,5,1,0
97,6,7,7
98,5,0,1
99,5,1,0
100,6,7,0
101,5,2,7
102,7,7,1
103,6,0,0
104,6,0,0
105,6,7,7
106,5,0,1
107,5,1,0
108,6,0,0
109,6,0,7
110,6,0,1
111,6,0,0
112,6,1,7
113,7,0,1
114,7,7,0
115,6,0,0
116,6,7,0
117,5,0,7
118,5,7,1
119,4,1,0
120,5,0,0
121,5,1,7
122,6,1,1
123,7,2,0
124,1,0,7
125,1,7,1
126,0,1,0
127,1,7,0
128,0,1,0
129,1,0,7
130,1,1,1
131,2,0,0
132,2,1,0
133,3,7,7
134,2,1,1
135,3,0,0
136,3,7,0
137,2,0,0
138,2,0,7
139,2,7,1
140,1,0,0
141,1,0,0
142,1,2,7
143,3,7,1
144,2,0,0
145,2,0,0
146,2,0,7
147,2,7,1
148,1,0,0
149,1,1,7
150,2,7,0
151,1,0,1
152,1,0,0
153,1,7,7
154,0,1,1
155,1,1,0
156,2,0,0
157,2,7,0
158,1,0,0
159,1,0,7
160,1,7,1
161,0,7,0
162,7,1,0
163,0,7,7
164,7,0,1
165,7,7,0
166,6,0,7
167,6,0,1
168,6,0,0
169,6,1,0
170,7,7,7
171,6,7,1
172,5,0,0
173,5,7,0
174,4,0,7
175,4,0,1
176,4,1,0
177,5,1,0
178,6,0,7
179,6,7,1
180,5,0,0
181,5,0,0
182,5,1,0
183,6,0,7
184,6,0,1
185,6,7,0
186,5,2,0
187,7,2,0
188,1,7,0
189,0,0,7
190,0,7,1
191,7,1,0
192,0,7,0
193,7,1,0
194,0,0,0
195,0,7,7
196,7,1,1
197,0,0,0
198,0,7,0
199,7,2,0
200,1,0,7
201,1,7,1
202,0,1,0
203,1,7,0
204,0,1,0
205,1,7,0
206,0,0,0
207,0,0,0
208,0,1,7
209,1,7,1
210,0,1,0
211,1,7,0
212,0,1,0
213,1,7,0
214,0,1,0
215,1,0,0
216,1,0,0
217,1,0,0
218,1,7,7
219,0,1,1
220,1,7,0
221,0,7,0
222,7,0,0
223,7,6,0
224,5,0,7
225,5,1,1
226,6,0,0
227,6,0,0
228,6,0,0
229,6,0,0
230,6,1,0
231,7,7,7
232,6,1,1
233,7,7,0
234,6,0,0
235,6,1,0
236,7,7,0
237,6,1,0
238,7,7,7
239,6,1,1
240,7,0,0
241,7,0,0
242,7,1,0
243,0,0,0
244,0,7,0
245,7,1,7
246,0,7,1
247,7,1,0
248,0,7,0
249,7,1,0
250,0,0,0
251,0,0,7
252,0,7,1
253,7,2,0
254,1,7,0
255,0,7,0
256,7,1,0
257,0,7,7
258,7,0,1
259,7,0,0
260,7,1,0
261,0,0,0
262,0,0,0
263,0,7,7
264,7,1,1
265,0,0,0
266,0,0,0
267,0,0,0
268,0,7,7
269,7,1,1
270,0,7,0
271,7,1,0
272,0,7,0
273,7,2,0
274,1,7,0
275,0,1,0
276,1,7,7
277,0,7,1
278,7,1,0
279,0,7,0
280,7,0,7
281,7,7,1
282,6,1,0
283,7,1,7
284,0,0,1
285,0,7,0
286,7,1,0
287,0,7,0
288,7,1,7
289,0,0,1
290,0,0,0
291,0,7,0
292,7,1,0
293,0,7,0
294,7,1,0
295,0,0,7
296,0,1,1
297,1,0,0
298,1,1,0
299,2,0,0
300,2,0,0
301,2,0,0
302,2,0,7
303,2,0,1
304,2,0,0
305,2,0,0
306,2,0,0
307,2,0,0
308,2,0,0
309,2,1,0
310,3,7,7
311,2,0,1
312,2,0,0
313,2,0,0
314,2,0,0
315,2,0,0
316,2,0,0
317,2,0,7
318,2,1,1
319,3,7,0
320,2,0,0
321,2,0,0
322,2,1,0
323,3,7,0
324,2,0,0
325,2,0,0
326,2,0,0
327,2,0,7
328,2,1,1
329,3,0,0
330,3,7,0
331,2,0,7
332,2,0,1
333,2,0,0
334,2,7,0
335,1,0,0
336,1,6,0
337,7,0,7
338,7,7,1
339,6,1,0
340,7,7,0
341,6,0,0
342,6,0,0
343,6,1,7
344,7,7,1
345,6,0,0
346,6,1,0
347,7,7,0
348,6,0,0
349,6,1,0
