step,chain_code,first_diff,shape_num
0,5,6,0
1,3,1,0
2,4,0,0
3,4,1,0
4,5,0,0
5,5,1,0
6,6,0,0
7,6,1,0
8,7,6,0
9,5,2,0
10,7,7,0
11,6,0,0
12,6,7,0
13,5,0,0
14,5,2,1
15,7,6,7
16,5,0,7
17,5,2,2
18,7,2,0
19,1,6,0
20,7,0,2
21,7,7,6
22,6,0,0
23,6,0,2
24,6,0,6
25,6,1,1
26,7,7,0
27,6,7,1
28,5,2,0
29,7,7,1
30,6,1,0
31,7,0,1
32,7,0,6
33,7,0,2
34,7,0,7
35,7,6,0
36,5,0,7
37,5,7,0
38,4,0,2
39,4,7,6
40,3,0,0
41,3,0,2
42,3,0,2
43,3,0,6
44,3,0,0
45,3,2,7
46,5,6,0
47,3,0,0
48,3,0,0
49,3,1,1
50,4,7,7
51,3,2,7
52,5,0,2
53,5,0,7
54,5,6,1
55,3,7,0
56,2,0,0
57,2,0,0
58,2,0,0
59,2,0,6
60,2,0,0
61,2,7,7
62,1,2,0
63,3,6,7
64,1,2,0
65,3,6,0
66,1,0,0
67,1,0,0
68,1,0,0
69,1,2,2
70,3,6,6
71,1,1,0
72,2,1,0
73,3,0,1
74,3,0,7
75,3,0,2
76,3,1,0
77,4,1,0
78,5,0,6
79,5,0,7
80,5,7,0
81,4,0,0
82,4,0,0
83,4,0,0
84,4,0,0
85,4,0,7
86,4,0,2
87,4,0,6
88,4,0,2
89,4,0,6
90,4,7,0
91,3,0,0
92,3,0,0
93,3,0,2
94,3,1,6
95,4,0,1
96,4,1,1
97,5,0,0
98,5,2,0
99,7,2,0
100,1,6,1
101,7,6,1
102,5,7,0
103,4,0,0
104,4,0,7
105,4,0,0
106,4,0,0
107,4,0,0
108,4,0,0
109,4,0,0
110,4,0,0
111,4,3,0
112,7,6,0
113,5,7,0
114,4,0,7
115,4,1,0
116,5,1,0
117,6,7,0
118,5,1,1
119,6,0,0
120,6,1,1
121,7,1,0
122,0,7,2
123,7,1,2
124,0,0,6
125,0,0,6
126,0,0,7
127,0,7,0
128,7,2,0
129,1,7,0
130,0,0,0
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,3
136,0,0,6
137,0,7,7
138,7,2,0
139,1,7,1
140,0,7,1
141,7,2,7
142,1,0,1
143,1,6,0
144,7,1,1
145,0,1,1
146,1,7,7
147,0,1,1
148,1,0,0
149,1,0,0
150,1,6,0
151,7,6,7
152,5,1,2
153,6,0,7
154,6,0,0
155,6,0,0
156,6,0,0
157,6,0,0
158,6,0,0
159,6,7,0
160,5,6,0
161,3,7,7
162,2,0,2
163,2,0,7
164,2,1,7
165,3,1,2
166,4,0,0
167,4,0,6
168,4,0,1
169,4,1,1
170,5,0,7
171,5,1,1
172,6,0,0
173,6,0,0
174,6,7,6
175,5,6,6
176,3,6,1
177,1,1,0
178,2,0,0
179,2,1,0
180,3,2,0
181,5,7,0
182,4,0,0
183,4,0,7
184,4,7,6
185,3,2,7
186,5,7,0
187,4,7,0
188,3,0,1
189,3,1,1
190,4,0,0
191,4,7,0
192,3,2,0
193,5,0,1
194,5,7,0
195,4,7,1
196,3,3,0
197,6,0,0
198,6,0,7
199,6,0,6
200,6,0,6
201,6,1,1
202,7,7,0
203,6,7,1
204,5,1,2
205,6,0,7
206,6,7,0
207,5,7,0
208,4,2,7
209,6,0,2
210,6,7,7
211,5,6,7
212,3,2,0
213,5,2,1
214,7,1,0
215,0,7,7
216,7,6,2
217,5,2,0
218,7,1,7
219,0,1,7
220,1,1,3
221,2,7,0
222,1,0,0
223,1,6,0
224,7,1,0
225,0,7,1
226,7,0,7
227,7,0,7
228,7,6,1
229,5,1,0
230,6,0,7
231,6,7,7
232,5,7,2
233,4,7,0
234,3,1,7
235,4,1,6
236,5,7,2
237,4,0,2
238,4,7,1
239,3,2,7
240,5,7,6
241,4,0,2
242,4,7,1
243,3,2,1
244,5,2,1
245,7,0,7
246,7,0,0
247,7,2,6
248,1,7,1
249,0,7,7
250,7,2,0
251,1,7,0
252,0,0,6
253,0,7,1
254,7,2,0
255,1,7,7
256,0,7,7
257,7,1,7
258,0,1,1
259,1,7,1
260,0,7,7
261,7,2,0
262,1,2,7
263,3,0,2
264,3,6,7
265,1,0,0
266,1,7,7
267,0,7,2
268,7,0,2
269,7,0,0
270,7,1,0
271,0,7,2
272,7,1,7
273,0,0,7
274,0,0,2
275,0,0,7
276,0,0,0
277,0,7,7
278,7,2,2
279,1,6,7
280,7,1,7
281,0,7,1
282,7,1,1
283,0,7,7
284,7,1,7
285,0,0,2
286,0,7,2
287,7,2,0
288,1,7,6
289,0,1,0
290,1,0,7
291,1,6,7
292,7,0,0
293,7,0,0
294,7,0,1
295,7,0,7
296,7,6,1
297,5,0,0
298,5,7,0
299,4,1,0
300,5,6,0
301,3,0,7
302,3,2,2
303,5,6,6
304,3,2,1
305,5,0,7
306,5,0,1
307,5,1,7
308,6,0,1
309,6,7,0
310,5,1,7
311,6,0,2
312,6,0,7
313,6,0,1
314,6,0,0
315,6,0,6
316,6,1,0
317,7,7,0
318,6,0,0
319,6,7,0
320,5,2,6
321,7,7,0
322,6,0,7
323,6,0,1
324,6,1,6
325,7,0,0
326,7,0,2
327,7,0,6
328,7,0,2
329,7,2,0
330,1,0,0
331,1,6,1
332,7,6,0
333,5,0,7
334,5,0,1
335,5,2,0
336,7,0,0
337,7,2,0
338,1,6,0
339,7,0,0
340,7,1,1
341,0,7,7
342,7,6,0
343,5,0,7
344,5,7,2
345,4,1,7
346,5,0,0
347,5,0,0
348,5,0,1
349,5,6,0
350,3,0,0
351,3,2,0
352,5,2,0
353,7,0,2
354,7,0,0
355,7,7,6
356,6,7,6
357,5,2,0
358,7,7,0
359,6,7,2
360,5,1,0
361,6,0,2
362,6,0,6
363,6,0,0
364,6,1,1
365,7,6,7
366,5,2,6
367,7,7,0
368,6,7,7
369,5,6,1
370,3,2,0
371,5,6,0
372,3,2,0
373,5,6,6
374,3,7,0
375,2,1,2
376,3,6,2
377,1,1,0
378,2,0,0
379,2,7,7
380,1,1,7
381,2,0,2
382,2,1,7
383,3,0,7
384,3,2,1
385,5,7,0
386,4,1,0
387,5,6,0
388,3,2,1
389,5,0,6
390,5,7,2
391,4,1,7
392,5,0,7
393,5,0,6
394,5,1,2
395,6,7,6
396,5,1,2
397,6,1,6
398,7,6,7
399,5,2,1
400,7,7,6
401,6,0,1
402,6,0,0
403,6,7,7
404,5,1,1
405,6,0,0
406,6,7,1
407,5,0,0
408,5,6,2
409,3,1,7
410,4,0,1
411,4,7,6
412,3,7,2
413,2,7,0
414,1,2,7
415,3,7,1
416,2,0,0
417,2,0,0
418,2,0,1
419,2,0,7
420,2,7,1
421,1,2,1
422,3,6,6
423,1,0,2
424,1,0,7
425,1,0,0
426,1,0,0
427,1,0,7
428,1,0,1
429,1,7,0
430,0,1,7
431,1,2,0
432,3,1,6
433,4,1,1
434,5,0,0
435,5,0,7
436,5,0,7
437,5,0,7
438,5,0,2
439,5,6,7
440,3,0,0
441,3,0,0
442,3,2,0
443,5,6,0
444,3,1,7
445,4,7,2
446,3,5,6
447,0,7,0
448,7,0,0
449,7,2,0
450,1,7,0
451,0,1,0
452,1,4,0
453,5,7,7
454,4,0,1
455,4,7,2
456,3,0,1
457,3,2,1
458,5,6,0
459,3,2,0
460,5,7,0
461,4,7,0
462,3,1,0
463,4,0,6
464,4,1,0
465,5,0,0
466,5,2,2
467,7,6,6
468,5,1,1
469,6,1,7
470,7,7,5
471,6,0,7
472,6,7,0
473,5,2,2
474,7,7,7
475,6,7,1
476,5,2,4
477,7,7,7
478,6,7,0
479,5,1,7
480,6,1,0
481,7,7,2
482,6,0,6
483,6,1,2
484,7,7,7
485,6,0,7
486,6,7,1
487,5,0,0
488,5,4,1
489,1,0,0
490,1,6,2
491,7,7,6
492,6,1,1
493,7,0,1
494,7,7,7
495,6,1,0
496,7,2,7
497,1,6,2
498,7,0,7
499,7,2,7
500,1,7,2
501,0,0,7
502,0,1,7
503,1,6,1
504,7,1,1
505,0,1,7
506,1,6,0
507,7,1,1
508,0,0,7
509,0,7,0
510,7,0,7
511,7,7,0
512,6,7,4
513,5,0,0
514,5,0,6
515,5,1,7
516,6,7,1
517,5,0,0
518,5,2,7
519,7,7,1
520,6,0,2
521,6,0,6
522,6,0,0
523,6,7,2
524,5,7,7
525,4,7,0
526,3,1,1
527,4,0,6
528,4,7,1
529,3,2,1
530,5,7,6
531,4,7,1
532,3,0,0
533,3,7,7
534,2,0,0
535,2,0,7
536,2,0,7
537,2,0,0
538,2,0,0
539,2,0,1
540,2,3,7
541,5,1,0
542,6,0,2
543,6,0,7
544,6,0,0
545,6,0,0
546,6,0,0
547,6,0,7
548,6,1,7
549,7,2,7
550,1,6,1
551,7,1,0
552,0,1,7
553,1,6,2
554,7,1,7
555,0,0,7
556,0,7,0
557,7,1,7
558,0,0,0
559,0,0,0
560,0,0,0
561,0,6,0
562,6,7,0
563,5,7,0
564,4,0,3
565,4,0,1
566,4,7,0
567,3,1,0
568,4,0,0
569,4,7,0
570,3,1,0
571,4,3,0
572,7,1,1
573,0,7,2
574,7,1,6
575,0,0,1
576,0,7,1
577,7,1,6
578,0,0,1
579,0,0,0
580,0,7,7
581,7,0,1
582,7,0,0
583,7,0,0
584,7,0,0
585,7,0,6
586,7,0,7
587,7,0,7
588,7,0,0
589,7,0,0
590,7,2,7
591,1,0,1
592,1,6,0
593,7,1,7
594,0,0,1
595,0,0,3
596,0,7,1
597,7,2,7
598,1,1,1
599,2,0,0
600,2,0,7
601,2,1,1
602,3,6,0
603,1,1,0
604,2,0,7
605,2,0,0
606,2,7,0
607,1,2,0
608,3,0,0
609,3,1,0
610,4,1,0
611,5,0,0
612,5,2,0
613,7,6,0
614,5,2,2
615,7,0,0
616,7,6,6
617,5,0,1
618,5,6,0
619,3,0,0
620,3,2,7
621,5,0,2
622,5,2,1
623,7,2,0
624,1,6,0
625,7,5,1
626,4,0,6
627,4,1,1
628,5,6,0
629,3,0,0
630,3,0,7
631,3,0,2
632,3,0,0
633,3,6,1
634,1,0,1
635,1,3,0
636,4,7,2
637,3,0,6
638,3,0,2
639,3,0,0
640,3,7,6
641,2,0,0
642,2,7,6
643,1,0,0
644,1,0,2
645,1,0,0
646,1,7,2
647,0,0,2
648,0,7,6
649,7,1,5
650,0,1,0
651,1,6,1
652,7,1,6
653,0,7,0
654,7,1,0
655,0,1,0
656,1,0,0
657,1,1,6
658,2,1,0
659,3,7,3
660,2,1,7
661,3,6,0
662,1,0,0
663,1,0,0
664,1,0,7
665,1,7,0
666,0,7,7
667,7,0,0
668,7,6,0
669,5,1,0
670,6,0,7
671,6,7,0
672,5,1,7
673,6,1,1
674,7,0,1
675,7,0,6
676,7,2,1
677,1,0,7
678,1,6,1
679,7,0,1
680,7,2,0
681,1,7,1
682,0,1,1
683,1,7,7
684,0,1,1
685,1,0,6
686,1,6,0
687,7,0,0
688,7,1,0
689,0,7,7
690,7,6,7
691,5,0,0
692,5,2,6
693,7,0,1
694,7,1,0
695,0,7,7
696,7,2,1
697,1,0,1
698,1,1,0
699,2,1,0
700,3,1,2
701,4,7,0
702,3,6,6
703,1,7,0
704,0,7,2
705,7,1,7
706,0,0,1
707,0,0,7
708,0,1,1
709,1,6,0
710,7,0,6
711,7,3,0
712,2,7,1
713,1,0,7
714,1,0,6
715,1,7,0
716,0,7,2
717,7,0,0
718,7,2,1
719,1,7,7
720,0,1,2
721,1,2,0
722,3,1,1
723,4,7,1
724,3,6,1
725,1,0,7
726,1,6,6
727,7,2,7
728,1,6,7
729,7,0,1
730,7,1,0
731,0,0,0
732,0,7,1
733,7,7,6
734,6,0,0
735,6,1,3
736,7,7,7
737,6,7,0
738,5,1,0
739,6,7,7
740,5,2,7
741,7,7,0
742,6,0,2
743,6,1,7
744,7,0,1
745,7,7,2
746,6,7,1
747,5,2,7
748,7,0,6
749,7,6,0
750,5,7,6
751,4,1,2
752,5,0,6
753,5,6,0
754,3,0,1
755,3,3,0
756,6,1,7
757,7,0,7
758,7,6,0
759,5,0,1
760,5,0,7
761,5,4,7
762,1,0,1
763,1,0,7
764,1,7,2
765,0,7,7
766,7,0,0
767,7,7,1
768,6,1,0
769,7,0,7
770,7,0,7
771,7,6,2
772,5,0,0
773,5,2,6
774,7,0,7
775,7,0,1
776,7,0,0
777,7,1,6
778,0,1,0
779,1,2,3
780,3,0,1
781,3,7,0
782,2,7,6
783,1,0,0
784,1,3,0
785,4,1,4
786,5,6,0
787,3,0,0
788,3,0,7
789,3,6,7
790,1,6,0
791,7,2,7
792,1,7,1
793,0,1,0
794,1,7,0
795,0,3,6
796,3,1,0
797,4,1,2
798,5,7,0
799,4,7,0
800,3,6,0
801,1,0,1
802,1,7,1
803,0,0,2
804,0,1,0
805,1,0,7
806,1,0,7
807,1,0,0
808,1,6,3
809,7,2,1
810,1,7,6
811,0,1,0
812,1,7,0
813,0,0,6
814,0,0,6
815,0,1,2
816,1,6,7
817,7,1,1
818,0,0,7
819,0,0,3
820,0,0,1
821,0,0,1
822,0,0,7
823,0,0,7
824,0,7,6
825,7,0,0
826,7,0,7
827,7,0,0
828,7,6,1
829,5,0,0
830,5,7,0
831,4,7,0
832,3,2,6
833,5,7,2
834,4,0,7
835,4,0,1
836,4,0,7
837,4,0,0
838,4,0,0
839,4,1,1
840,5,1,6
841,6,7,1
842,5,2,0
843,7,0,0
844,7,2,0
