step,chain_code,first_diff,shape_num
0,5,0,0
1,5,6,0
2,3,1,0
3,4,0,0
4,4,0,0
5,4,0,0
6,4,0,0
7,4,0,0
8,4,0,0
9,4,0,0
10,4,0,0
11,4,0,0
12,4,0,0
13,4,0,0
14,4,0,0
15,4,0,0
16,4,0,0
17,4,0,0
18,4,0,0
19,4,0,0
20,4,0,0
21,4,0,0
22,4,0,0
23,4,7,0
24,3,2,0
25,5,7,0
26,4,0,0
27,4,0,0
28,4,0,0
29,4,0,0
30,4,0,0
31,4,0,0
32,4,0,0
33,4,7,0
34,3,1,0
35,4,1,0
36,5,6,0
37,3,1,0
38,4,0,0
39,4,1,0
40,5,6,0
41,3,1,0
42,4,1,0
43,5,6,0
44,3,1,0
45,4,0,0
46,4,0,0
47,4,0,0
48,4,0,0
49,4,0,0
50,4,1,0
51,5,7,0
52,4,7,0
53,3,2,0
54,5,7,7
55,4,0,7
56,4,0,0
57,4,7,2
58,3,1,0
59,4,0,0
60,4,0,0
61,4,0,0
62,4,0,7
63,4,0,1
64,4,0,0
65,4,7,7
66,3,2,1
67,5,7,7
68,4,0,1
69,4,0,7
70,4,0,0
71,4,0,1
72,4,0,7
73,4,0,0
74,4,0,0
75,4,0,0
76,4,0,1
77,4,0,7
78,4,0,0
79,4,0,0
80,4,0,0
81,4,0,0
82,4,0,1
83,4,0,7
84,4,0,0
85,4,0,0
86,4,0,0
87,4,1,1
88,5,1,7
89,6,1,0
90,7,1,0
91,0,0,1
92,0,0,7
93,0,7,1
94,7,2,7
95,1,7,1
96,0,0,7
97,0,0,1
98,0,0,7
99,0,0,1
100,0,0,7
101,0,0,0
102,0,0,1
103,0,0,7
104,0,0,1
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,7,0
113,7,1,0
114,0,0,0
115,0,0,0
116,0,1,0
117,1,6,0
118,7,1,0
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0,0,0
124,0,0,0
125,0,0,0
126,0,0,0
127,0,0,0
128,0,0,7
129,0,0,7
130,0,0,0
131,0,0,0
132,0,0,1
133,0,0,0
134,0,0,1
135,0,0,7
136,0,0,1
137,0,0,7
138,0,0,0
139,0,0,0
140,0,0,0
141,0,0,1
142,0,0,7
143,0,0,1
144,0,0,1
145,0,0,1
146,0,0,0
147,0,0,7
148,0,0,7
149,0,0,2
150,0,0,6
151,0,0,0
152,0,0,0
153,0,0,0
154,0,0,0
155,0,0,0
156,0,0,0
157,0,7,0
158,7,2,0
159,1,7,0
160,0,0,0
161,0,0,0
162,0,0,0
163,0,7,0
164,7,2,0
165,1,7,0
166,0,7,0
167,7,1,7
168,0,0,1
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,7
173,0,0,1
174,0,0,2
175,0,0,1
176,0,0,1
177,0,0,0
178,0,0,6
179,0,7,0
180,7,2,1
181,1,7,0
182,0,0,0
183,0,0,1
184,0,0,0
185,0,0,6
186,0,0,7
187,0,0,2
188,0,0,1
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
