step,chain_code,first_diff,shape_num
0,5,7,0
1,4,1,0
2,5,0,0
3,5,7,0
4,4,1,0
5,5,7,7
6,4,0,0
7,4,7,7
8,3,2,1
9,5,6,7
10,3,1,1
11,4,1,1
12,5,0,0
13,5,0,0
14,5,0,1
15,5,7,0
16,4,1,0
17,5,0,0
18,5,0,7
19,5,0,0
20,5,7,0
21,4,1,7
22,5,0,0
23,5,0,0
24,5,0,7
25,5,7,1
26,4,1,0
27,5,1,0
28,6,7,0
29,5,0,0
30,5,7,7
31,4,0,1
32,4,1,0
33,5,0,7
34,5,0,1
35,5,0,1
36,5,0,2
37,5,7,0
38,4,1,0
39,5,0,0
40,5,0,2
41,5,7,7
42,4,1,7
43,5,7,1
44,4,1,6
45,5,1,0
46,6,7,7
47,5,7,2
48,4,1,0
49,5,0,0
50,5,0,1
51,5,0,0
52,5,0,7
53,5,7,1
54,4,1,0
55,5,0,0
56,5,0,6
57,5,7,0
58,4,1,6
59,5,0,0
60,5,0,1
61,5,1,2
62,6,0,0
63,6,0,0
64,6,0,0
65,6,0,1
66,6,0,0
67,6,7,6
68,5,0,0
69,5,7,1
70,4,1,0
71,5,7,0
72,4,1,1
73,5,1,0
74,6,0,0
75,6,0,0
76,6,1,7
77,7,0,1
78,7,0,6
79,7,0,0
80,7,7,7
81,6,0,7
82,6,0,1
83,6,7,2
84,5,0,0
85,5,0,0
86,5,7,2
87,4,1,7
88,5,0,7
89,5,0,1
90,5,0,7
91,5,0,1
92,5,7,0
93,4,1,0
94,5,0,6
95,5,7,0
96,4,1,7
97,5,1,1
98,6,2,2
99,0,0,6
100,0,0,0
101,0,0,7
102,0,2,2
103,2,7,0
104,1,7,0
105,0,1,0
106,1,6,1
107,7,0,0
108,7,7,0
109,6,2,0
110,0,0,0
111,0,0,7
112,0,1,1
113,1,0,0
114,1,7,0
115,0,1,0
116,1,0,7
117,1,0,1
118,1,6,0
119,7,0,0
120,7,6,7
121,5,0,1
122,5,1,0
123,6,2,0
124,0,0,7
125,0,0,1
126,0,0,7
127,0,1,0
128,1,0,0
129,1,6,1
130,7,0,0
131,7,1,0
132,0,0,0
133,0,0,7
134,0,1,1
135,1,0,0
136,1,0,0
137,1,0,0
138,1,7,1
139,0,1,0
140,1,6,0
141,7,0,0
142,7,7,0
143,6,7,1
144,5,1,0
145,6,2,1
146,0,0,7
147,0,0,7
148,0,2,0
149,2,7,7
150,1,7,0
151,0,1,7
152,1,7,1
153,0,1,0
154,1,0,0
155,1,0,0
156,1,6,7
157,7,0,1
158,7,7,0
159,6,1,0
160,7,2,0
161,1,6,7
162,7,0,1
163,7,7,0
164,6,2,2
165,0,0,0
166,0,0,7
167,0,0,1
168,0,1,0
169,1,0,0
170,1,0,0
171,1,0,7
172,1,0,1
173,1,7,0
174,0,1,7
175,1,0,0
176,1,0,7
177,1,0,0
178,1,7,0
179,0,1,1
180,1,0,0
181,1,0,1
182,1,7,0
183,0,1,0
184,1,0,0
185,1,0,1
186,1,7,7
187,0,1,1
188,1,7,1
189,0,0,7
190,0,0,0
191,0,1,7
192,1,0,1
193,1,0,7
194,1,0,0
195,1,7,7
196,0,1,1
197,1,0,0
198,1,0,1
199,1,0,7
200,1,1,2
201,2,0,7
202,2,0,1
203,2,0,0
204,2,0,7
205,2,1,1
206,3,0,7
207,3,1,0
208,4,7,7
209,3,7,2
210,2,0,6
211,2,7,1
212,1,0,1
213,1,7,0
214,0,1,0
215,1,0,0
216,1,0,7
217,1,0,1
218,1,7,0
219,0,1,0
220,1,0,0
221,1,0,7
222,1,0,1
223,1,7,0
224,0,1,0
225,1,0,0
226,1,2,7
227,3,0,1
228,3,7,1
229,2,1,7
230,3,0,0
231,3,0,7
232,3,0,0
233,3,7,1
234,2,1,0
235,3,0,0
236,3,7,0
237,2,0,0
238,2,7,7
239,1,0,1
240,1,0,0
241,1,1,0
242,2,0,7
243,2,1,1
244,3,0,7
245,3,0,1
246,3,0,1
247,3,1,7
248,4,7,7
249,3,1,1
250,4,1,0
251,5,7,0
252,4,0,0
253,4,7,0
254,3,1,7
255,4,7,1
256,3,0,0
257,3,7,0
258,2,1,7
259,3,0,1
260,3,1,0
261,4,7,0
262,3,2,1
