step,chain_code,first_diff,shape_num
0,5,2,0
1,7,6,0
2,5,2,0
3,7,0,0
4,7,2,0
5,1,6,0
6,7,6,0
7,5,0,0
8,5,2,0
9,7,6,0
10,5,0,0
11,5,2,0
12,7,0,0
13,7,0,0
14,7,6,0
15,5,0,0
16,5,0,0
17,5,1,0
18,6,1,0
19,7,0,0
20,7,2,0
21,1,0,0
22,1,0,0
23,1,2,0
24,3,0,0
25,3,6,0
26,1,0,0
27,1,0,0
28,1,0,0
29,1,0,0
30,1,0,0
31,1,0,0
32,1,6,0
33,7,0,0
34,7,1,0
35,0,7,0
36,7,2,0
37,1,0,0
38,1,0,0
39,1,0,0
40,1,6,0
41,7,0,0
42,7,0,0
43,7,2,0
44,1,6,0
45,7,0,0
46,7,7,0
47,6,7,0
48,5,0,0
49,5,0,0
50,5,0,0
51,5,6,0
52,3,2,0
53,5,0,2
54,5,0,2
55,5,6,0
56,3,2,6
57,5,0,0
58,5,1,2
59,6,0,0
60,6,0,0
61,6,7,0
62,5,0,0
63,5,0,0
64,5,6,0
65,3,2,0
66,5,1,0
67,6,7,0
68,5,0,0
69,5,7,6
70,4,7,2
71,3,0,0
72,3,0,0
73,3,6,6
74,1,2,0
75,3,2,0
76,5,0,2
77,5,1,0
78,6,1,0
79,7,6,6
80,5,0,0
81,5,2,2
82,7,6,6
83,5,1,6
84,6,0,0
85,6,2,6
86,0,7,2
87,7,2,2
88,1,0,0
89,1,6,0
90,7,0,0
91,7,0,2
92,7,6,2
93,5,0,6
94,5,6,0
95,3,2,0
96,5,6,7
97,3,0,0
98,3,2,7
99,5,2,0
100,7,6,6
101,5,1,0
102,6,0,0
103,6,7,7
104,5,1,3
105,6,0,2
106,6,1,0
107,7,0,0
108,7,0,0
109,7,0,0
110,7,7,1
111,6,1,7
112,7,7,6
113,6,7,2
114,5,0,6
115,5,1,6
116,6,7,0
117,5,2,0
118,7,7,0
119,6,6,2
120,4,7,2
121,3,0,0
122,3,4,0
123,7,0,0
124,7,7,0
125,6,7,0
126,5,0,0
127,5,2,0
128,7,6,6
129,5,0,2
130,5,1,0
131,6,1,0
132,7,0,6
133,7,6,6
134,5,7,0
135,4,1,0
136,5,2,0
137,7,2,7
138,1,0,1
139,1,0,0
140,1,7,0
141,0,0,6
142,0,7,2
143,7,1,0
144,0,7,2
145,7,6,2
146,5,7,0
147,4,0,6
148,4,1,2
149,5,3,0
150,0,0,6
151,0,7,0
152,7,0,2
153,7,0,0
154,7,6,0
155,5,0,2
156,5,0,0
157,5,7,7
158,4,7,1
159,3,0,6
160,3,2,0
161,5,0,0
162,5,2,0
163,7,6,0
164,5,6,0
165,3,7,0
166,2,7,0
167,1,2,0
168,3,0,6
169,3,7,6
170,2,1,1
171,3,2,7
172,5,2,2
173,7,0,1
174,7,7,3
175,6,0,6
176,6,7,0
177,5,6,6
178,3,2,0
179,5,0,2
180,5,2,6
181,7,0,6
182,7,6,0
183,5,7,0
184,4,1,4
185,5,1,0
186,6,7,6
187,5,2,0
188,7,7,0
189,6,0,6
190,6,0,6
191,6,7,0
192,5,1,0
193,6,0,0
194,6,7,1
195,5,0,1
196,5,1,2
197,6,0,0
198,6,0,0
199,6,7,6
200,5,1,0
201,6,0,2
202,6,0,2
203,6,0,0
204,6,1,6
205,7,2,0
206,1,1,0
207,2,1,1
208,3,6,0
209,1,7,1
210,0,7,7
211,7,2,3
212,1,2,0
213,3,0,6
214,3,1,0
215,4,0,0
216,4,7,0
217,3,7,0
218,2,0,0
219,2,7,0
220,1,7,0
221,0,5,0
222,5,2,0
223,7,2,0
224,1,0,0
225,1,2,0
226,3,6,0
227,1,6,2
228,7,0,0
229,7,0,6
230,7,0,0
231,7,0,0
232,7,6,2
233,5,0,6
234,5,0,2
235,5,0,6
236,5,2,6
237,7,2,0
238,1,2,6
239,3,6,0
240,1,6,2
241,7,0,6
242,7,2,2
243,1,7,6
244,0,7,0
245,7,0,0
246,7,2,0
247,1,0,0
248,1,0,0
249,1,6,0
250,7,6,0
251,5,0,0
252,5,7,0
253,4,1,0
254,5,2,0
255,7,0,0
256,7,6,0
257,5,6,0
258,3,0,0
259,3,0,0
260,3,2,0
261,5,0,4
262,5,0,0
263,5,0,6
264,5,7,2
265,4,5,6
266,1,0,0
267,1,0,2
268,1,0,6
269,1,2,1
270,3,1,1
271,4,0,0
272,4,7,0
273,3,3,0
274,6,7,0
275,5,2,0
276,7,6,0
277,5,0,0
278,5,0,0
279,5,2,1
280,7,6,7
281,5,2,0
282,7,1,6
283,0,1,2
284,1,1,0
285,2,7,0
286,1,0,0
287,1,0,6
288,1,0,6
289,1,0,2
290,1,0,1
291,1,7,7
292,0,1,1
293,1,0,7
294,1,0,0
295,1,0,6
296,1,0,0
297,1,6,6
298,7,1,2
299,0,1,7
300,1,7,0
301,0,5,1
302,5,0,0
303,5,0,0
304,5,7,2
305,4,0,6
306,4,1,0
307,5,0,0
308,5,0,7
309,5,0,7
310,5,0,3
311,5,0,1
312,5,0,0
313,5,0,0
314,5,0,1
315,5,0,0
316,5,0,1
317,5,1,0
318,6,7,6
319,5,0,1
320,5,1,7
321,6,0,1
322,6,1,0
323,7,6,1
324,5,0,0
325,5,0,2
326,5,0,7
327,5,4,7
328,1,6,0
329,7,6,0
330,5,0,6
331,5,3,6
332,0,1,0
333,1,0,0
334,1,0,2
335,1,7,2
336,0,5,0
337,5,0,0
