step,chain_code,first_diff,shape_num
0,7,0,0
1,7,0,0
2,7,0,0
3,7,2,0
4,1,6,0
5,7,6,0
6,5,7,0
7,4,7,0
8,3,0,0
9,3,2,0
10,5,2,0
11,7,6,0
12,5,2,0
13,7,6,0
14,5,2,0
15,7,0,0
16,7,6,0
17,5,2,0
18,7,0,6
19,7,6,6
20,5,1,2
21,6,0,0
22,6,0,6
23,6,0,0
24,6,1,0
25,7,2,0
26,1,0,0
27,1,4,0
28,5,0,0
29,5,0,0
30,5,0,0
31,5,2,0
32,7,6,0
33,5,1,2
34,6,1,6
35,7,1,0
36,0,1,1
37,1,0,1
38,1,2,7
39,3,6,7
40,1,0,2
41,1,0,6
42,1,2,0
43,3,6,0
44,1,6,0
45,7,0,0
46,7,0,0
47,7,6,0
48,5,0,0
49,5,0,0
50,5,7,0
51,4,1,0
52,5,2,0
53,7,1,0
54,0,0,0
55,0,1,6
56,1,6,1
57,7,2,7
58,1,6,0
59,7,2,6
60,1,5,4
61,6,7,0
62,5,6,6
63,3,6,2
64,1,4,2
65,5,0,0
66,5,6,0
67,3,1,0
68,4,1,0
69,5,7,0
70,4,7,0
71,3,2,6
72,5,0,0
73,5,2,0
74,7,1,0
75,0,6,0
76,6,7,2
77,5,0,0
78,5,0,0
79,5,0,0
80,5,1,0
81,6,3,0
82,1,0,0
83,1,0,0
84,1,0,0
85,1,0,0
86,1,6,0
87,7,6,7
88,5,1,1
89,6,7,0
90,5,0,0
91,5,0,0
92,5,0,0
93,5,0,0
94,5,2,4
95,7,7,0
96,6,5,0
97,3,3,0
98,6,1,0
99,7,6,7
100,5,0,1
101,5,2,7
102,7,0,5
103,7,0,2
104,7,7,2
105,6,7,6
106,5,0,0
107,5,0,6
108,5,4,6
109,1,7,0
110,0,1,2
111,1,0,0
112,1,7,6
113,0,7,6
114,7,2,0
115,1,0,4
116,1,0,0
117,1,7,0
118,0,5,0
119,5,0,0
120,5,0,0
121,5,0,0
122,5,0,0
123,5,0,0
124,5,0,0
125,5,0,6
126,5,7,4
127,4,0,6
128,4,3,2
129,7,2,6
130,1,0,2
131,1,0,6
132,1,0,1
133,1,0,0
134,1,0,0
135,1,0,0
136,1,0,1
137,1,0,6
138,1,6,1
139,7,2,1
140,1,6,7
141,7,1,7
142,0,0,0
143,0,7,2
144,7,6,6
145,5,2,3
146,7,2,7
147,1,0,6
148,1,4,0
149,5,6,2
150,3,6,2
151,1,0,0
152,1,0,0
153,1,2,0
154,3,2,0
155,5,6,0
156,3,1,0
157,4,7,1
158,3,1,7
159,4,7,0
160,3,0,2
161,3,6,2
162,1,7,0
163,0,0,6
164,0,7,0
165,7,1,0
166,0,7,0
167,7,2,4
168,1,4,2
169,5,6,0
170,3,6,0
171,1,2,4
172,3,2,4
173,5,0,4
174,5,6,0
175,3,0,6
176,3,0,0
177,3,2,6
178,5,7,2
179,4,5,4
180,1,0,0
181,1,0,0
182,1,0,0
183,1,6,2
184,7,6,0
185,5,0,6
186,5,4,0
187,1,0,0
188,1,4,4
189,5,2,6
190,7,2,6
191,1,2,2
192,3,0,2
193,3,5,6
194,0,7,0
195,7,0,2
196,7,1,2
197,0,1,0
198,1,6,6
199,7,6,6
200,5,2,2
201,7,3,0
202,2,7,0
203,1,6,0
204,7,7,6
205,6,0,0
206,6,7,0
207,5,7,6
208,4,3,6
209,7,2,2
210,1,0,2
211,1,6,7
212,7,2,1
213,1,0,6
214,1,0,0
215,1,0,0
216,1,0,0
217,1,4,4
218,5,0,0
219,5,0,6
220,5,0,6
221,5,0,0
222,5,0,0
223,5,6,2
224,3,2,0
225,5,4,2
226,1,7,4
227,0,1,7
228,1,0,1
229,1,0,2
230,1,0,0
231,1,0,5
232,1,0,7
233,1,0,0
234,1,0,0
235,1,0,3
236,1,0,1
237,1,0,0
238,1,6,0
239,7,2,0
240,1,4,5
241,5,0,7
242,5,0,0
243,5,0,0
244,5,0,0
245,5,6,0
246,3,6,0
247,1,0,0
248,1,0,6
249,1,0,2
250,1,0,6
251,1,0,2
252,1,0,6
253,1,0,6
254,1,0,0
255,1,0,4
256,1,6,1
257,7,6,7
258,5,0,0
259,5,0,4
260,5,0,6
261,5,0,6
262,5,3,1
263,0,1,7
264,1,0,0
265,1,0,0
266,1,0,4
267,1,0,0
268,1,0,0
269,1,0,0
270,1,0,0
271,1,0,6
272,1,6,1
273,7,0,7
274,7,0,2
275,7,2,0
276,1,1,0
277,2,1,0
278,3,0,6
279,3,6,1
280,1,0,1
281,1,0,4
282,1,0,2
283,1,0,0
284,1,0,4
285,1,4,7
286,5,0,7
287,5,1,0
288,6,3,0
289,1,0,4
290,1,0,0
291,1,0,0
292,1,0,4
293,1,0,0
294,1,0,0
295,1,0,0
296,1,0,0
297,1,0,0
298,1,0,0
299,1,0,0
300,1,7,0
301,0,1,0
302,1,0,0
303,1,0,0
304,1,6,0
305,7,6,0
306,5,0,6
307,5,0,0
308,5,4,0
309,1,6,6
310,7,0,2
311,7,0,0
312,7,0,0
313,7,0,0
314,7,0,7
315,7,0,1
316,7,0,2
317,7,0,2
318,7,0,6
319,7,0,0
320,7,0,0
321,7,0,6
322,7,0,0
323,7,0,1
324,7,0,1
325,7,6,6
326,5,6,5
