step,chain_code,first_diff,shape_num
0,5,0,0
1,5,1,0
2,6,0,0
3,6,7,0
4,5,1,0
5,6,7,0
6,5,1,0
7,6,7,0
8,5,1,0
9,6,0,0
10,6,7,0
11,5,1,0
12,6,7,0
13,5,1,0
14,6,7,0
15,5,1,0
16,6,7,0
17,5,1,0
18,6,7,7
19,5,1,1
20,6,7,6
21,5,1,1
22,6,7,7
23,5,1,2
24,6,0,6
25,6,7,0
26,5,1,0
27,6,0,7
28,6,7,0
29,5,1,1
30,6,0,7
31,6,7,0
32,5,1,7
33,6,7,0
34,5,1,0
35,6,0,0
36,6,7,0
37,5,1,0
38,6,7,0
39,5,1,0
40,6,7,0
41,5,1,0
42,6,7,0
43,5,1,1
44,6,7,7
45,5,1,0
46,6,0,1
47,6,7,7
48,5,1,0
49,6,7,0
50,5,1,0
51,6,0,0
52,6,7,0
53,5,1,0
54,6,7,7
55,5,1,1
56,6,0,7
57,6,7,1
58,5,1,7
59,6,7,1
60,5,1,0
61,6,0,0
62,6,7,1
63,5,1,1
64,6,7,7
65,5,1,0
66,6,7,0
67,5,1,7
68,6,7,1
69,5,1,7
70,6,7,0
71,5,1,0
72,6,7,0
73,5,1,0
74,6,0,1
75,6,7,7
76,5,1,0
77,6,7,1
78,5,1,7
79,6,7,0
80,5,1,0
81,6,7,1
82,5,1,7
83,6,7,1
84,5,1,7
85,6,0,0
86,6,7,0
87,5,1,0
88,6,7,0
89,5,1,1
90,6,0,7
91,6,7,1
92,5,1,7
93,6,0,0
94,6,7,1
95,5,1,0
96,6,0,7
97,6,7,1
98,5,1,7
99,6,7,0
100,5,1,0
101,6,0,1
102,6,7,7
103,5,1,1
104,6,0,7
105,6,7,1
106,5,1,7
107,6,0,0
108,6,7,0
109,5,0,1
110,5,1,7
111,6,0,1
112,6,7,0
113,5,1,7
114,6,0,0
115,6,7,0
116,5,1,7
117,6,7,1
118,5,1,1
119,6,7,0
120,5,1,7
121,6,7,1
122,5,1,1
123,6,0,7
124,6,7,0
125,5,1,7
126,6,7,0
127,5,1,1
128,6,7,7
129,5,1,1
130,6,0,0
131,6,7,0
132,5,0,0
133,5,1,0
134,6,0,0
135,6,7,7
136,5,1,1
137,6,7,7
138,5,1,0
