step,chain_code,first_diff,shape_num
0,5,1,0
1,6,0,0
2,6,7,0
3,5,1,0
4,6,7,0
5,5,0,0
6,5,1,0
7,6,0,0
8,6,0,0
9,6,7,0
10,5,0,0
11,5,7,1
12,4,1,7
13,5,0,1
14,5,1,0
15,6,0,2
16,6,7,0
17,5,0,0
18,5,7,0
19,4,7,1
20,3,1,0
21,4,1,1
22,5,7,7
23,4,1,1
24,5,1,1
25,6,0,7
26,6,1,7
27,7,0,0
28,7,1,7
29,0,0,7
30,0,0,1
31,0,7,1
32,7,1,7
33,0,7,1
34,7,7,1
35,6,0,7
36,6,7,7
37,5,0,0
38,5,0,7
39,5,1,1
40,6,7,7
41,5,0,1
42,5,7,0
43,4,1,1
44,5,0,7
45,5,0,0
46,5,7,0
47,4,1,1
48,5,0,7
49,5,0,1
50,5,7,1
51,4,1,7
52,5,7,0
53,4,1,1
54,5,0,7
55,5,7,7
56,4,1,0
57,5,0,0
58,5,7,7
59,4,1,1
60,5,0,0
61,5,7,7
62,4,1,1
63,5,7,7
64,4,1,7
65,5,0,0
66,5,7,7
67,4,1,7
68,5,7,2
69,4,7,1
70,3,0,1
71,3,7,1
72,2,0,0
73,2,1,0
74,3,1,7
75,4,7,0
76,3,1,0
77,4,7,7
78,3,7,1
79,2,7,7
80,1,0,7
81,1,7,1
82,0,0,7
83,0,1,1
84,1,0,0
85,1,1,7
86,2,0,1
87,2,0,7
88,2,0,0
89,2,1,7
90,3,0,1
91,3,1,1
92,4,7,0
93,3,1,0
94,4,0,1
95,4,1,1
96,5,0,0
97,5,0,7
98,5,7,0
99,4,1,2
100,5,7,0
101,4,1,6
102,5,7,0
103,4,1,7
104,5,6,7
105,3,1,1
106,4,7,7
107,3,0,1
108,3,7,0
109,2,0,1
110,2,0,2
111,2,7,1
112,1,1,7
113,2,0,1
114,2,0,7
115,2,0,1
116,2,0,0
117,2,7,0
118,1,1,7
119,2,0,0
120,2,7,7
121,1,2,0
122,3,0,1
123,3,0,0
124,3,0,7
125,3,0,1
126,3,0,1
127,3,0,0
128,3,0,7
129,3,1,0
130,4,0,7
131,4,0,7
132,4,1,0
133,5,7,0
134,4,0,1
135,4,0,0
136,4,1,7
137,5,7,2
138,4,0,7
139,4,7,7
140,3,1,0
141,4,7,7
142,3,0,1
143,3,0,7
144,3,1,0
145,4,0,0
146,4,0,0
147,4,0,1
148,4,1,7
149,5,7,0
150,4,7,1
151,3,1,7
152,4,7,0
153,3,1,0
154,4,7,1
155,3,1,7
156,4,1,0
157,5,0,1
158,5,1,7
159,6,1,0
160,7,7,0
161,6,1,0
162,7,1,0
163,0,7,1
164,7,1,7
165,0,7,0
166,7,1,1
167,0,7,7
168,7,0,0
169,7,7,0
170,6,0,0
171,6,7,1
172,5,0,7
173,5,0,0
174,5,1,0
175,6,1,1
176,7,7,7
177,6,0,0
178,6,0,1
179,6,7,6
180,5,7,1
181,4,1,7
182,5,7,1
183,4,7,7
184,3,0,1
185,3,7,0
186,2,0,0
187,2,0,1
188,2,0,7
189,2,0,1
190,2,1,0
191,3,1,0
192,4,0,1
193,4,7,7
194,3,2,7
195,5,1,1
196,6,0,7
197,6,0,1
198,6,0,7
199,6,0,1
200,6,0,7
201,6,0,0
202,6,7,0
203,5,1,7
204,6,0,2
205,6,0,6
206,6,1,0
207,7,1,7
208,0,0,1
209,0,1,1
210,1,7,1
211,0,7,0
212,7,0,0
213,7,0,6
214,7,2,1
215,1,1,7
216,2,7,0
217,1,0,0
218,1,0,0
219,1,0,1
220,1,0,7
221,1,0,1
222,1,0,0
223,1,7,1
224,0,1,7
225,1,7,1
226,0,1,7
227,1,0,1
228,1,2,6
229,3,7,0
230,2,0,7
231,2,7,7
232,1,0,0
233,1,7,0
234,0,1,1
235,1,6,0
236,7,0,0
237,7,0,1
238,7,0,1
239,7,1,7
240,0,7,2
241,7,7,0
242,6,1,0
243,7,0,1
244,7,0,7
245,7,0,0
246,7,0,0
247,7,7,0
248,6,1,7
249,7,7,1
250,6,1,2
251,7,7,7
252,6,7,1
253,5,0,0
254,5,0,0
255,5,0,7
256,5,1,0
257,6,0,0
258,6,0,7
259,6,7,0
260,5,7,0
261,4,1,2
262,5,0,7
263,5,0,0
264,5,0,1
265,5,2,0
266,7,1,2
267,0,0,1
268,0,7,7
269,7,0,2
270,7,7,7
271,6,1,7
272,7,0,0
273,7,0,7
274,7,0,7
275,7,1,0
276,0,0,7
277,0,7,0
278,7,1,7
279,0,7,2
280,7,1,1
281,0,7,1
282,7,1,6
283,0,1,0
284,1,7,7
285,0,0,7
286,0,7,0
287,7,0,0
288,7,6,0
289,5,0,0
290,5,7,0
291,4,0,7
292,4,7,1
293,3,1,0
294,4,0,0
295,4,1,0
296,5,7,7
297,4,1,1
298,5,0,0
299,5,7,7
300,4,1,1
301,5,0,0
302,5,7,7
303,4,1,1
304,5,7,7
305,4,1,7
306,5,0,0
307,5,7,7
308,4,1,0
309,5,7,0
310,4,1,1
311,5,6,0
312,3,0,0
313,3,7,7
314,2,1,0
315,3,0,0
316,3,7,0
317,2,1,7
318,3,2,7
319,5,7,1
320,4,1,0
321,5,1,7
322,6,7,1
323,5,2,1
324,7,7,0
325,6,1,0
326,7,7,1
327,6,0,1
328,6,0,0
329,6,0,0
330,6,7,1
331,5,0,7
332,5,7,1
333,4,1,0
334,5,0,1
335,5,7,0
336,4,1,7
337,5,0,0
338,5,7,6
339,4,1,1
340,5,0,7
341,5,7,2
342,4,1,7
343,5,6,1
344,3,1,0
345,4,7,1
346,3,1,0
347,4,0,0
348,4,7,1
349,3,2,0
