step,chain_code,first_diff,shape_num
0,5,0,0
1,5,0,0
2,5,4,0
3,1,0,0
4,1,0,0
5,1,6,0
6,7,7,0
7,6,0,0
8,6,0,0
9,6,0,0
10,6,0,0
11,6,0,0
12,6,0,0
13,6,7,0
14,5,1,0
15,6,0,0
16,6,0,0
17,6,0,3
18,6,0,6
19,6,0,2
20,6,7,0
21,5,0,0
22,5,1,4
23,6,7,0
24,5,0,0
25,5,6,6
26,3,2,7
27,5,0,0
28,5,0,0
29,5,6,0
30,3,6,0
31,1,2,0
32,3,0,0
33,3,0,7
34,3,0,1
35,3,6,0
36,1,1,0
37,2,3,0
38,5,6,0
39,3,0,0
40,3,0,7
41,3,0,0
42,3,0,1
43,3,0,7
44,3,6,0
45,1,2,6
46,3,0,2
47,3,0,0
48,3,2,0
49,5,0,6
50,5,7,6
51,4,7,2
52,3,2,0
53,5,0,0
54,5,0,0
55,5,6,6
56,3,0,1
57,3,0,3
58,3,0,6
59,3,2,0
60,5,0,0
61,5,6,0
62,3,6,0
63,1,2,0
64,3,0,6
65,3,2,2
66,5,2,0
67,7,6,0
68,5,2,2
69,7,2,0
70,1,6,7
71,7,6,7
72,5,2,2
73,7,1,0
74,0,7,0
75,7,0,6
76,7,4,0
77,3,2,0
78,5,2,0
79,7,0,2
80,7,6,0
81,5,6,6
82,3,0,6
83,3,0,2
84,3,4,0
85,7,6,2
86,5,6,2
87,3,2,6
88,5,0,2
89,5,0,2
90,5,4,6
91,1,2,6
92,3,0,2
93,3,6,1
94,1,7,7
95,0,1,0
96,1,6,4
97,7,2,2
98,1,3,2
99,4,1,0
100,5,0,6
101,5,6,6
102,3,6,0
103,1,0,0
104,1,0,4
105,1,2,6
106,3,2,6
107,5,7,2
108,4,1,0
109,5,6,0
110,3,0,4
111,3,2,2
112,5,2,0
113,7,2,6
114,1,6,7
115,7,0,1
116,7,0,6
117,7,6,2
118,5,6,3
119,3,0,1
120,3,2,0
121,5,2,6
122,7,6,6
123,5,2,0
124,7,0,0
125,7,2,2
126,1,4,2
127,5,0,7
128,5,4,1
129,1,6,6
130,7,0,0
131,7,6,2
132,5,0,2
133,5,0,2
134,5,2,6
135,7,0,0
136,7,0,0
137,7,0,6
138,7,4,6
139,3,0,0
140,3,2,2
141,5,0,2
142,5,2,6
143,7,6,2
144,5,2,0
145,7,2,2
146,1,6,4
147,7,0,0
148,7,0,4
149,7,6,6
150,5,0,0
151,5,0,6
152,5,0,0
153,5,3,0
154,0,7,2
155,7,6,0
156,5,6,0
157,3,4,0
158,7,6,4
159,5,2,0
160,7,0,2
161,7,0,0
162,7,6,2
163,5,0,6
164,5,2,2
165,7,2,2
166,1,6,6
167,7,6,0
168,5,2,0
169,7,0,6
170,7,0,0
171,7,2,0
172,1,6,0
173,7,0,3
174,7,6,7
175,5,6,6
176,3,0,6
177,3,0,4
178,3,4,6
179,7,0,2
180,7,6,0
181,5,2,0
182,7,2,6
183,1,0,0
184,1,0,2
185,1,0,2
186,1,6,6
187,7,0,6
188,7,6,2
189,5,2,0
190,7,6,0
191,5,0,2
192,5,0,6
193,5,6,0
194,3,6,6
195,1,2,6
196,3,2,0
197,5,2,0
198,7,6,4
199,5,2,0
200,7,6,6
201,5,1,2
202,6,1,2
203,7,1,0
204,0,6,0
205,6,5,0
206,3,4,6
207,7,0,0
208,7,0,6
209,7,6,2
210,5,6,6
211,3,4,0
212,7,0,0
213,7,1,6
214,0,0,6
215,0,1,2
216,1,2,2
217,3,0,2
218,3,0,6
219,3,6,2
220,1,0,6
221,1,0,1
222,1,2,1
223,3,6,1
224,1,0,6
225,1,0,5
226,1,6,4
227,7,4,0
228,3,2,0
229,5,2,6
230,7,0,6
231,7,1,4
232,0,7,0
233,7,2,1
234,1,4,0
235,5,0,1
236,5,0,2
237,5,6,0
238,3,0,0
239,3,0,6
240,3,2,0
241,5,2,0
242,7,2,2
243,1,0,6
244,1,6,0
245,7,0,0
246,7,6,6
247,5,6,4
248,3,2,2
249,5,6,2
250,3,2,0
251,5,0,1
252,5,0,7
253,5,0,2
254,5,7,4
255,4,1,0
256,5,0,0
257,5,2,6
258,7,0,0
259,7,2,0
260,1,6,2
261,7,6,2
262,5,0,2
263,5,6,0
264,3,4,6
265,7,4,0
266,3,2,6
267,5,0,6
268,5,0,2
269,5,2,6
270,7,1,2
271,0,0,0
272,0,0,0
273,0,1,0
274,1,7,7
275,0,7,1
276,7,0,0
277,7,4,2
278,3,0,0
279,3,4,2
280,7,0,6
281,7,2,6
282,1,0,0
283,1,7,6
284,0,0,4
285,0,7,4
286,7,2,2
287,1,0,0
288,1,2,0
289,3,0,2
290,3,4,1
291,7,4,0
292,3,6,0
293,1,6,1
294,7,6,7
295,5,2,7
296,7,0,0
297,7,0,4
298,7,2,0
299,1,1,4
300,2,5,0
301,7,0,2
302,7,6,0
303,5,1,7
304,6,1,0
305,7,0,7
306,7,0,2
307,7,2,0
308,1,6,2
309,7,6,0
310,5,6,4
311,3,0,4
312,3,0,6
313,3,0,6
314,3,0,6
315,3,0,2
316,3,0,0
317,3,0,0
318,3,1,2
319,4,1,1
320,5,2,5
321,7,1,0
322,0,7,6
323,7,0,1
324,7,4,1
325,3,2,0
326,5,6,0
327,3,2,2
328,5,7,6
329,4,7,6
330,3,2,6
331,5,6,0
332,3,0,0
333,3,2,0
334,5,2,0
335,7,0,0
336,7,6,0
337,5,5,0
338,2,1,1
339,3,0,1
340,3,2,2
341,5,2,1
342,7,7,7
343,6,7,0
344,5,2,4
345,7,6,2
346,5,6,6
347,3,2,2
348,5,0,7
349,5,0,7
350,5,2,2
351,7,2,6
352,1,0,0
353,1,0,2
354,1,6,2
355,7,2,0
356,1,0,6
357,1,6,5
358,7,0,1
359,7,7,0
360,6,5,2
361,3,2,2
362,5,0,7
363,5,6,7
364,3,2,2
365,5,2,6
366,7,6,6
367,5,0,2
368,5,6,0
369,3,2,0
370,5,4,2
371,1,0,2
372,1,6,0
373,7,6,0
374,5,6,6
375,3,2,2
376,5,2,0
377,7,6,6
378,5,4,0
379,1,0,7
380,1,0,5
381,1,6,2
382,7,2,0
383,1,2,6
384,3,6,2
385,1,0,2
386,1,0,6
387,1,0,0
388,1,6,6
389,7,6,2
390,5,0,4
391,5,3,0
392,0,1,6
393,1,6,6
394,7,0,6
395,7,6,2
396,5,6,2
397,3,0,6
398,3,2,4
399,5,2,0
400,7,2,0
401,1,7,6
402,0,7,2
403,7,2,2
404,1,2,6
405,3,0,0
406,3,6,0
407,1,6,0
408,7,1,6
409,0,1,6
410,1,0,0
411,1,6,3
412,7,6,1
413,5,0,6
414,5,2,0
415,7,0,6
416,7,0,6
417,7,6,0
418,5,6,2
419,3,0,2
420,3,2,2
421,5,2,7
422,7,1,7
423,0,7,2
424,7,5,2
425,4,1,0
426,5,0,6
427,5,7,6
428,4,1,1
429,5,7,1
430,4,1,0
431,5,7,6
432,4,1,6
433,5,0,0
434,5,7,2
435,4,1,0
436,5,1,0
437,6,3,6
438,1,0,6
439,1,7,0
440,0,1,2
441,1,6,2
442,7,0,1
443,7,0,7
444,7,6,5
445,5,6,1
446,3,4,0
447,7,2,7
448,1,0,1
449,1,6,7
450,7,6,1
451,5,2,7
452,7,0,1
453,7,6,0
454,5,2,7
455,7,6,1
456,5,0,1
457,5,7,3
458,4,0,0
459,4,7,7
460,3,7,1
461,2,1,6
462,3,0,0
463,3,0,0
464,3,2,6
465,5,0,6
466,5,2,4
467,7,6,2
468,5,6,0
469,3,2,6
470,5,2,6
471,7,6,2
472,5,2,0
473,7,0,6
474,7,6,2
475,5,6,6
476,3,4,0
477,7,0,7
478,7,6,0
479,5,2,7
480,7,0,7
481,7,4,1
482,3,2,0
483,5,1,0
484,6,1,2
485,7,2,0
486,1,6,2
487,7,6,6
488,5,0,6
489,5,2,2
490,7,5,2
491,4,3,6
492,7,6,2
493,5,2,0
494,7,6,6
495,5,2,6
496,7,0,4
497,7,6,0
498,5,0,6
499,5,2,2
500,7,6,0
501,5,2,4
502,7,0,2
503,7,1,1
504,0,7,1
505,7,0,2
506,7,0,6
507,7,2,6
508,1,0,0
509,1,2,2
510,3,6,5
511,1,0,3
512,1,6,6
513,7,0,2
514,7,7,6
515,6,7,2
516,5,0,0
517,5,4,6
518,1,6,0
519,7,1,2
520,0,1,6
521,1,6,2
522,7,2,0
523,1,0,1
524,1,6,7
525,7,0,0
526,7,0,0
527,7,2,2
528,1,6,0
529,7,2,2
530,1,6,6
531,7,2,0
532,1,0,6
533,1,0,0
534,1,6,7
535,7,2,7
536,1,0,0
537,1,0,4
538,1,4,6
539,5,0,1
540,5,2,1
541,7,0,6
542,7,6,2
543,5,4,0
544,1,7,6
545,0,7,0
546,7,2,0
547,1,0,2
548,1,0,6
549,1,0,2
550,1,2,6
551,3,2,2
552,5,0,0
553,5,0,0
554,5,6,6
555,3,6,2
556,1,0,0
557,1,4,0
558,5,6,4
559,3,0,0
560,3,4,2
561,7,2,0
562,1,2,6
563,3,6,4
564,1,6,7
565,7,0,7
566,7,2,2
567,1,0,0
568,1,4,0
569,5,2,0
570,7,0,2
571,7,7,2
572,6,7,0
573,5,0,0
574,5,4,6
575,1,0,6
576,1,6,0
577,7,0,4
578,7,0,6
579,7,2,0
580,1,0,4
581,1,0,2
582,1,6,2
583,7,4,6
584,3,0,6
585,3,0,0
586,3,0,2
587,3,2,0
588,5,6,4
589,3,6,2
590,1,0,0
591,1,0,7
592,1,0,7
593,1,0,0
594,1,0,4
595,1,0,0
596,1,0,6
597,1,0,0
598,1,6,0
599,7,0,2
600,7,6,0
601,5,0,0
602,5,0,6
603,5,2,4
604,7,0,0
605,7,6,0
606,5,2,0
607,7,0,2
608,7,3,6
609,2,0,6
610,2,7,0
611,1,6,0
612,7,4,0
613,3,6,0
614,1,2,0
615,3,6,0
616,1,2,0
617,3,0,0
618,3,0,6
619,3,0,0
620,3,6,6
621,1,0,0
622,1,0,0
623,1,0,2
624,1,0,0
625,1,0,6
626,1,6,2
627,7,0,0
628,7,0,3
629,7,0,0
630,7,0,7
631,7,0,6
632,7,0,4
633,7,0,6
634,7,0,2
635,7,2,6
636,1,7,2
637,0,1,0
638,1,6,0
639,7,0,0
640,7,0,6
641,7,2,0
642,1,6,0
643,7,1,0
644,0,5,0
645,5,7,0
646,4,7,6
647,3,0,0
