step,chain_code,first_diff,shape_num
0,5,7,0
1,4,0,0
2,4,1,0
3,5,6,0
4,3,2,0
5,5,2,0
6,7,0,0
7,7,0,0
8,7,7,0
9,6,1,0
10,7,0,0
11,7,1,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,1,0
16,1,7,0
17,0,1,0
18,1,6,7
19,7,1,1
20,0,7,0
21,7,1,1
22,0,7,0
23,7,0,7
24,7,0,0
25,7,2,0
26,1,7,0
27,0,1,1
28,1,6,7
29,7,1,0
30,0,7,0
31,7,7,0
32,6,7,0
33,5,0,1
34,5,2,7
35,7,0,1
36,7,7,1
37,6,1,0
38,7,7,7
39,6,0,2
40,6,0,1
41,6,0,0
42,6,1,0
43,7,2,7
44,1,0,1
45,1,0,1
46,1,0,7
47,1,7,0
48,0,1,0
49,1,7,0
50,0,0,0
51,0,7,0
52,7,0,0
53,7,6,7
54,5,0,1
55,5,0,7
56,5,7,0
57,4,1,6
58,5,7,1
59,4,1,7
60,5,0,1
61,5,0,0
62,5,1,0
63,6,0,1
64,6,0,7
65,6,7,1
66,5,0,7
67,5,6,7
68,3,2,1
69,5,0,0
70,5,2,0
71,7,1,1
72,0,7,7
73,7,0,1
74,7,1,7
75,0,7,1
76,7,7,7
77,6,0,7
78,6,1,1
79,7,0,7
80,7,7,0
81,6,0,7
82,6,0,7
83,6,7,0
84,5,0,6
85,5,1,1
86,6,0,1
87,6,0,0
88,6,1,7
89,7,7,1
90,6,0,6
91,6,0,1
92,6,7,0
93,5,0,0
94,5,7,0
95,4,0,0
96,4,1,0
97,5,7,0
98,4,7,0
99,3,1,0
100,4,7,0
101,3,0,1
102,3,0,7
103,3,1,0
104,4,7,1
105,3,7,1
106,2,0,0
107,2,1,0
108,3,2,1
109,5,7,0
110,4,0,0
111,4,7,7
112,3,0,7
113,3,0,0
114,3,2,1
115,5,7,0
116,4,1,0
117,5,7,0
118,4,0,0
119,4,7,0
120,3,2,1
121,5,7,7
122,4,0,0
123,4,0,1
124,4,7,7
125,3,1,7
126,4,7,0
127,3,0,7
128,3,0,7
129,3,2,0
130,5,0,7
131,5,2,1
132,7,1,7
133,0,7,1
134,7,7,0
135,6,7,1
136,5,0,0
137,5,7,0
138,4,0,0
139,4,1,0
140,5,7,1
141,4,0,1
142,4,7,0
143,3,1,0
144,4,7,1
145,3,1,7
146,4,1,1
147,5,7,7
148,4,7,0
149,3,0,7
150,3,7,2
151,2,1,0
152,3,7,0
153,2,7,7
154,1,0,7
155,1,2,0
156,3,0,2
157,3,7,7
158,2,0,1
159,2,1,7
160,3,7,0
161,2,0,7
162,2,7,1
163,1,0,7
164,1,0,0
165,1,2,0
166,3,7,1
167,2,0,0
168,2,1,0
169,3,0,0
170,3,0,0
171,3,0,1
172,3,0,0
173,3,1,2
174,4,7,6
175,3,7,1
176,2,0,1
177,2,1,7
