scene_idx,scene_id,img_name,area,centroid_r,centroid_c,perimeter,circularity,bbox_area,extent,solidity,eccentricity,mean_intensity,std_intensity,label
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,12101.0,261.2002313858359,609.8547227501859,6796.5762235761085,0.0032919311329560014,497310.0,0.02433291106151093,0.05651239900994723,0.9713779384966309,89.51524667382861,27.41738111352168,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_02_mosaic_L15-0331E-1257N_1327_3160_13.tif,141412.0,518.746252086103,413.1227123582157,65779.08254852876,0.0004106960300673827,1047552.0,0.13499282135874877,0.13512619945380777,0.6166768998706248,114.72608406641586,35.25189317642704,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_03_mosaic_L15-0331E-1257N_1327_3160_13.tif,55422.0,485.837681787016,197.83784417740247,29595.40226130624,0.0007951399304252593,637329.0,0.08695979627476547,0.10545343148913823,0.8402195900460008,120.74681534408718,37.19512477568216,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_04_mosaic_L15-0331E-1257N_1327_3160_13.tif,142461.0,516.0670850267793,417.0786882023852,69950.16912717978,0.00036587127581497224,1047552.0,0.13599420362903225,0.1361285711282558,0.6047431073234658,120.84237089449041,35.136700381449096,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_05_mosaic_L15-0331E-1257N_1327_3160_13.tif,27409.0,507.8118501222226,759.3592980407896,12602.919907732863,0.002168506370306733,655029.0,0.041843948893865765,0.08010696906372843,0.9479061445942465,117.95198657375315,31.827377679428142,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_06_mosaic_L15-0331E-1257N_1327_3160_13.tif,8785.0,332.45110984632896,743.4221969265794,4154.2511883200805,0.0063968493706137615,217852.0,0.04032554211115803,0.0804870451130575,0.970224285668768,123.86226522481502,24.392533965383038,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_07_mosaic_L15-0331E-1257N_1327_3160_13.tif,25347.0,456.36355387225314,768.2677239910048,13584.569619307418,0.0017260153796879794,544456.0,0.04655472618540341,0.06683031264995755,0.8472406881895161,135.0340868741863,29.742901275942117,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_08_mosaic_L15-0331E-1257N_1327_3160_13.tif,27267.0,433.07895991491546,675.4736861407562,13461.843789287115,0.0018907675001647705,475410.0,0.05735470436044677,0.09380289248806264,0.5545551667991505,122.8582902409506,32.53278484032366,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_09_mosaic_L15-0331E-1257N_1327_3160_13.tif,14281.0,581.7950423639801,796.155381275821,7634.181345997491,0.0030792399937872254,441612.0,0.03233834225519234,0.057068757442795374,0.8910376623439021,110.53679714305721,24.715532907752046,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_10_mosaic_L15-0331E-1257N_1327_3160_13.tif,19051.0,400.11978373838645,752.0861372106451,8493.186576100125,0.0033188399693444026,449236.0,0.04240755415861596,0.08358597935249494,0.9348842813843123,113.06676814865361,34.078682859259985,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_11_mosaic_L15-0331E-1257N_1327_3160_13.tif,8546.0,62.43271706061315,69.92230283173414,3092.3353159925437,0.01123051292095041,26082.0,0.32765892186182044,0.38571944394295,0.7117921313430436,108.5946641703721,29.89347636866531,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_12_mosaic_L15-0331E-1257N_1327_3160_13.tif,158238.0,502.2208003134519,394.9110011501662,66431.09737228487,0.0004505861060452239,1047552.0,0.15105503115835778,0.15119488850860371,0.6898484811230995,97.01453506743007,41.58830127847211,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2019_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,131954.0,497.4720205526168,348.49058762902223,57200.378654147535,0.0005067976779106561,1047552.0,0.12596415261485827,0.13336365382088677,0.5000506318437804,94.71354411385786,40.17764515247665,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2019_02_mosaic_L15-0331E-1257N_1327_3160_13.tif,81102.0,690.5856082464057,325.0865330078173,36196.550344907606,0.0007778700720911922,771995.0,0.10505508455365643,0.15040670007306878,0.8290671047011903,99.43076619565485,40.06847495738793,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2019_03_mosaic_L15-0331E-1257N_1327_3160_13.tif,143400.0,529.7218479776848,409.8107740585774,65810.50390476605,0.00041607208866675034,1047552.0,0.13689057917888564,0.13701562016288998,0.6871546516387113,104.7181589958159,39.04366392343415,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2019_04_mosaic_L15-0331E-1257N_1327_3160_13.tif,145562.0,478.8587199956032,472.9076888198843,64875.05311127723,0.0004346127124548826,1047552.0,0.13895443853861192,0.1530593038820547,0.8285227652978678,118.30364380813674,37.48113389826753,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2019_05_mosaic_L15-0331E-1257N_1327_3160_13.tif,135080.0,510.7933891027539,483.6717056559076,62821.52201526054,0.00043011442478665013,1047552.0,0.12894825268817203,0.1541423180457657,0.8549711949975534,118.77480752146876,37.7622978329195,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2019_06_mosaic_L15-0331E-1257N_1327_3160_13.tif,34933.0,814.2787908281567,230.17711046861135,15484.167778522617,0.0018309227076879037,257982.0,0.13540867192284733,0.1742772331562274,0.8362535086257907,112.14169982538002,39.0117238289809,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2019_07_mosaic_L15-0331E-1257N_1327_3160_13.tif,75913.0,461.69494026056145,447.8476677248956,34361.95828234681,0.0008079234359414265,1041408.0,0.0728945811823992,0.11585101577379499,0.8858743279360752,126.44547047277806,34.73652047811243,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2019_08_mosaic_L15-0331E-1257N_1327_3160_13.tif,43010.0,516.2577540106952,628.6310625435946,20232.70219206963,0.0013202966711669615,767250.0,0.0560573476702509,0.08608421882724512,0.8768953977961358,115.24701232271565,34.339486302007806,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2019_09_mosaic_L15-0331E-1257N_1327_3160_13.tif,6154.0,275.812804679883,114.42492687682808,3070.156600442353,0.008204390053935706,73706.0,0.08349388109516186,0.14079480198586103,0.7904685155438095,98.73334416639584,24.908051311037337,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2019_10_mosaic_L15-0331E-1257N_1327_3160_13.tif,55318.0,526.775172638201,584.4833869626523,25343.78198698321,0.001082264681472783,786687.0,0.07031767399232478,0.10713068401890154,0.7718378938728933,104.49148559239308,35.02463572078921,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2019_11_mosaic_L15-0331E-1257N_1327_3160_13.tif,20444.0,162.27328311485033,95.99011935042066,7893.095126283975,0.004123643027378061,120780.0,0.16926643484020534,0.20903458006993722,0.8604976451174687,104.50880453922912,34.90379447387592,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2019_12_mosaic_L15-0331E-1257N_1327_3160_13.tif,58227.0,710.6524121112199,322.3506964123173,27072.780074410904,0.0009983172334698774,540031.0,0.107821588019947,0.14772052667630717,0.8522633110090588,90.59843371631717,35.63283716215644,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2020_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,12917.0,899.6794147247813,708.8404428272819,6117.243179093368,0.004337705197832449,88250.0,0.14636827195467422,0.16810911409867643,0.7753699248252521,88.6417124719362,36.50810416236491,Rural
1,L15-0357E-1223N_1429_3296_13,global_monthly_2018_01_mosaic_L15-0357E-1223N_1429_3296_13.tif,83530.0,318.8232491320484,496.413899197893,36865.730465415814,0.0007723366754232455,623616.0,0.13394460693760263,0.1709714856486703,0.9433214221950121,104.45606368969233,32.98702937447514,Urban
1,L15-0357E-1223N_1429_3296_13,global_monthly_2018_02_mosaic_L15-0357E-1223N_1429_3296_13.tif,354871.0,452.8303637096297,465.6809967565679,115106.82634564982,0.0003365721789722285,1047552.0,0.3387621807795699,0.3544042496032725,0.47878032972672996,119.97264358034327,42.09556750181675,Urban
1,L15-0357E-1223N_1429_3296_13,global_monthly_2018_03_mosaic_L15-0357E-1223N_1429_3296_13.tif,343418.0,492.65022800202667,462.5484220396135,110689.44207695324,0.0003522252790185398,1047552.0,0.32782907196969696,0.33221568703323917,0.34722356176143315,128.2192284621074,40.9631094021824,Urban
1,L15-0357E-1223N_1429_3296_13,global_monthly_2018_04_mosaic_L15-0357E-1223N_1429_3296_13.tif,5026.0,191.17807401512138,429.7697970553124,1848.638743755012,0.018481118291120546,40920.0,0.12282502443792766,0.1979363579080025,0.8423453163709372,146.61062475129327,42.805692338582865,Rural
1,L15-0357E-1223N_1429_3296_13,global_monthly_2018_05_mosaic_L15-0357E-1223N_1429_3296_13.tif,165100.0,603.6937976983646,423.4058631132647,70589.52763509264,0.00041636708101064904,996352.0,0.165704489979445,0.17517018350959987,0.49785209813854514,133.25772864930346,32.60282437779136,Urban
1,L15-0357E-1223N_1429_3296_13,global_monthly_2018_06_mosaic_L15-0357E-1223N_1429_3296_13.tif,210197.0,429.05571440125215,488.55928010390255,89100.48884524032,0.0003327179287763441,1047552.0,0.20065543285679374,0.21775821862532724,0.48313758394548184,140.79072013396956,34.5038311502179,Urban
1,L15-0357E-1223N_1429_3296_13,global_monthly_2018_07_mosaic_L15-0357E-1223N_1429_3296_13.tif,164547.0,374.4245230845898,514.6956310355096,75646.14913490496,0.00036134843948903744,1047552.0,0.15707764387829912,0.19174262322208058,0.7222560099242266,127.58417959610324,36.50123608226799,Urban
1,L15-0357E-1223N_1429_3296_13,global_monthly_2018_08_mosaic_L15-0357E-1223N_1429_3296_13.tif,36564.0,416.61322612405644,222.7783885789301,16219.024955815858,0.0017466829469537475,206954.0,0.17667694270224302,0.24156019185285996,0.7192031094767168,119.08284104583744,24.833137523175456,Rural
1,L15-0357E-1223N_1429_3296_13,global_monthly_2018_09_mosaic_L15-0357E-1223N_1429_3296_13.tif,296499.0,520.106121774441,483.53741833867906,109933.05972082898,0.0003083020877194656,1047552.0,0.28303988728005863,0.2866971124233578,0.45012537502394817,123.44788009403067,38.070912653244946,Urban
1,L15-0357E-1223N_1429_3296_13,global_monthly_2018_10_mosaic_L15-0357E-1223N_1429_3296_13.tif,341658.0,483.64574516036504,470.28809803956005,116703.40394339198,0.0003152349860887481,1047552.0,0.32614896444281527,0.3337638181725821,0.416971927583053,117.1208898957437,40.96474649191749,Urban
1,L15-0357E-1223N_1429_3296_13,global_monthly_2018_11_mosaic_L15-0357E-1223N_1429_3296_13.tif,195165.0,573.1128481028873,468.1241821023237,85051.42734028999,0.0003390381637370197,942080.0,0.20716393512228262,0.22226233481079258,0.6029795310500744,107.14598929111264,36.96557952333015,Urban
1,L15-0357E-1223N_1429_3296_13,global_monthly_2018_12_mosaic_L15-0357E-1223N_1429_3296_13.tif,234128.0,513.9399815485547,447.9163363630151,96052.26817098426,0.0003188951908489429,1047552.0,0.22350012218963833,0.2396352984284834,0.578997365019109,108.98387206997882,41.351112183786434,Urban
1,L15-0357E-1223N_1429_3296_13,global_monthly_2019_01_mosaic_L15-0357E-1223N_1429_3296_13.tif,301557.0,488.2463746489055,472.52617913031366,111076.91184748834,0.00030713667906316416,1047552.0,0.28786828720674484,0.29547639134256143,0.47515128137148055,107.74969574574624,43.18257617636559,Urban
1,L15-0357E-1223N_1429_3296_13,global_monthly_2019_02_mosaic_L15-0357E-1223N_1429_3296_13.tif,237321.0,439.2633900919008,478.69845483543384,90667.86597126196,0.00036277658291647115,1047552.0,0.22654818090175954,0.24797707068131758,0.3069981554812448,117.7262020638713,38.95183909720023,Urban
