scene_idx,scene_id,img_name,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_entropy,glcm_asm,label
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,8.315628734612174,0.40865908657355154,0.97171120205436,0.9669416536312209,0.6602967653579503,0.4737412880754896,0.9349840374042109,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_02_mosaic_L15-0331E-1257N_1327_3160_13.tif,62.03214988566915,2.462101610070405,0.8488666260455099,0.8270476973049372,0.6921714564198439,2.2317537905191656,0.6841167323309963,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_03_mosaic_L15-0331E-1257N_1327_3160_13.tif,51.71384025320791,1.8592015547449732,0.8984007874100324,0.8844491859268574,0.6581970852738868,1.5444257855407815,0.7823063097597368,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_04_mosaic_L15-0331E-1257N_1327_3160_13.tif,71.87013514209595,2.687457129096469,0.8455728602552068,0.823341953735165,0.6777895333466089,2.2558149379380863,0.6780099965709891,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_05_mosaic_L15-0331E-1257N_1327_3160_13.tif,22.54247725048184,0.8229963170672049,0.9539446623712067,0.9461782973823158,0.6833476383797801,0.7761441235913065,0.8952649926006054,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_06_mosaic_L15-0331E-1257N_1327_3160_13.tif,23.066516233063556,0.8198237825592473,0.9566269435105444,0.9474988658991097,0.6856523202815223,0.7249471406001183,0.8977733556221855,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_07_mosaic_L15-0331E-1257N_1327_3160_13.tif,36.61511386671403,1.1632673849228663,0.9458912780333405,0.9375659026695097,0.6384308100805579,0.8688003482986365,0.8790474559752403,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_08_mosaic_L15-0331E-1257N_1327_3160_13.tif,34.95889021213619,1.227935032526117,0.935086216672048,0.9247365045731645,0.6643978874767791,1.0449204229296596,0.8551607194910399,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_09_mosaic_L15-0331E-1257N_1327_3160_13.tif,15.893201295417327,0.64101470061124,0.9630986997471757,0.9566820992699148,0.6655610343930881,0.6093090609905956,0.9152504707870613,Rural
0,L15-0331E-1257N_1327_3160_13,global_monthly_2018_10_mosaic_L15-0331E-1257N_1327_3160_13.tif,19.366894538008758,0.7708440604572969,0.9534628363657339,0.9458016750220839,0.7125564850669038,0.7935090731382264,0.8945534256192721,Rural
